PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7693,144211246,2268,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,48.9662,-59.5138,inactive,,0,active antagonist,,-31.8201,active antagonist,43.6412,-47.1751,SIGMA
7694,144211247,36324,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,Inconclusive,5,,,inconclusive,inconclusive,,,active agonist,48.9423,52.3489,active agonist,12.2937,92.9432,inconclusive antagonist,54.9141,-58.4922,SIGMA
7695,144211248,439570,CC1=CC[C@H](CC1=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7696,144211249,8084,CN(C)CCCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7697,144211250,7504,C1=CC=C(C=C1)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7698,144211251,249494,CC(CCCC(C)(C)O)CCO,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive,,,inactive,,0,LightBiologicals
7699,144211252,65420,CC1(OC[C@H]2[C@@H](O1)[C@H]3[C@@](O2)(OC(O3)(C)C)C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7700,144211253,7675,C1=CC=NC(=C1)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7701,144211254,6778,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3,Active,48,,,active antagonist,active antagonist,48.9662,-86.0144,inactive,,0,inconclusive antagonist,54.941,-136.818,inactive,,0,SIGMA
7702,144211255,70613,C=CC(=O)OCCCCOC(=O)C=C,Inconclusive,5,,,inconclusive,inconclusive,,,inconclusive agonist,58.1965,36.1296,inconclusive,,,active antagonist,48.9662,-50.1117,SIGMA
7703,144211256,22833466,CCC(CC)C(C)CCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7704,144211257,31677,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,Active,55,,,active antagonist,active antagonist,13.0286,-97.9927,inconclusive agonist,,19.4602,active antagonist,13.8006,-96.9176,inconclusive antagonist,58.1965,-27.8858,SIGMA
7705,144211258,61016,CC(CCC=C(C)C)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7706,144211259,2775,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,Inconclusive,5,,,inconclusive,active antagonist,17.3739,-50.209,inactive,,0,inactive,,0,inactive,,0,SIGMA
7707,144211260,122087,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,Active,56,,,active antagonist,active antagonist,6.20146,-77.34,inactive,,0,active antagonist,7.51324,-104.962,active antagonist,25.6543,-69.7504,ChemService
7708,144211261,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,50.8819,-71.6137,inactive,,0,inconclusive antagonist,54.941,-126.334,inconclusive antagonist,54.941,-64.0619,SIGMA
7709,144211262,9959038,CC[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,17.8925,-90.3407,inconclusive antagonist,61.0946,-46.6149,active antagonist,19.3198,-85.5198,active antagonist,40.8322,-110.904,EPA
7710,144211263,86287521,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O/N=C/C2=CC(=C(C(=C2)Br)O)Br,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,15.4106,35.5151,inconclusive agonist,6.88367,59.709,active antagonist,19.4008,-33.4985,Crescent
7711,144211264,3317081,C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.9662,-78.5978,inactive,,0,active antagonist,54.941,-70.555,inactive,,0,Sigma DiscoveryCPR
7712,144211265,62341,CC(C1=CC=CC=C1)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,54.941,43.5211,inactive,,0,SIGMA
7713,144211266,2724333,[C@H]1([C@@H]2[C@@H]([C@H](C(=O)O2)O)O[C@H]1O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7714,144211267,445638,CCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7715,144211268,61254,CCC[Si](OC)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7716,144211269,14079,CC(=O)C1=CC=CN1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7717,144211270,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,46.2271,-44.6736,SIGMA
7718,144211271,15816,C(CCCCC(=O)O)CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7719,144211272,62210,CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,29.7324,-78.1139,inconclusive agonist,43.6412,28.719,active antagonist,46.2271,-74.1891,active antagonist,15.4845,-42.9202,SIGMA
7720,144211273,7980,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7721,144211274,679,CS(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7722,144211275,54778,CC1(CON(C1=O)CC2=CC=CC=C2Cl)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7723,144211276,93541,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
7724,144211277,14145,CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,1.46183,-90.5336,inactive,,0,active antagonist,1.84033,-122.776,active antagonist,3.46654,-86.8786,LightBiologicals
7725,144211278,7792,CC(C)CCCC(C)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7726,144211279,7865,COC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7727,144211280,7461,CC1=CCC(=CC1)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7728,144211281,62466,C(C(=O)NCO)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,SIGMA
7729,144211282,93516,CCOP(=S)(OC1=CN=C(N=C1)C(C)(C)C)OC(C)C,Inconclusive,5,,,inconclusive,inconclusive antagonist,54.941,-38.5806,inactive,,0,inactive,,0,inactive,,0,SIGMA
7730,144211283,29216,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,Inconclusive,5,,,inconclusive,inconclusive antagonist,48.9662,-60.4082,active agonist,8.70756,32.5468,active agonist,5.4941,69.9674,inactive,,0,SIGMA
7731,144211284,7800,CCCCCCCCCCCC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7732,144211285,14210,CNC(=O)CSP(=O)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7733,144211286,2724159,CC(=C)[C@H]1CCC(=CC1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7734,144211287,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7735,144211288,61014,C1CCCCCC(=O)OCCOC(=O)CCCCC1,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
7736,144211289,112039,CC(=O)C(CC(=O)OC)C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7737,144211290,5284341,C1=CC=C(C=C1)C2=CC=C(C=C2)N.Cl,Inconclusive,5,,,inconclusive,active antagonist,16.402,-43.018,inconclusive agonist,46.2271,30.4495,inactive,,0,inactive,,0,Enamine
7738,144211291,31225,CCC(=O)OCCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7739,144211292,7940,C1CC(=O)OC(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7740,144211293,15678,C(CC#N)CC(CCC#N)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7741,144211294,86751,CCC(C)CCCC(C)(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7742,144211295,5283292,CCCC/C=C/CCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7743,144211296,8092,CCCCCC#CC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
7744,144211297,3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7745,144211298,82646,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)Cl,Inconclusive,5,,,inconclusive,active antagonist,46.2271,-67.0277,active agonist,14.9015,39.9573,inconclusive agonist,2.91673,21.3894,inactive,,0,LightBiologicals
7746,144211299,4169,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,Inconclusive,5,,,inconclusive,active antagonist,50.8819,-57.2796,inactive,,0,inconclusive,,,inactive,,0,SIGMA
7747,144211300,11485,C1=CC=C(C=C1)NC(=O)CCl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.781,-94.9687,inactive,,0,active antagonist,13.8006,-115.039,active antagonist,34.6654,-34.6427,SIGMA
7748,144211301,4937,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7749,144211302,11002,CCCCSCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7750,144211303,2723622,CCCCNC(=S)NCCCC,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,48.9662,-119.687,active agonist,52.8725,46.5729,inconclusive antagonist,54.941,-115.753,active antagonist,57.0904,-82.3392,SIGMA
7751,144211304,8096,C(CSCCC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Acros
7752,144211305,8268,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,50.8819,-103.725,inactive,,0,active antagonist,54.941,-113.386,inconclusive antagonist,48.9662,-74.888,SIGMA
7753,144211306,8039,C(=O)(N)NNC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7754,144211307,10788,CN1CN(C(=S)SC1)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.5249,-114.125,active agonist,8.36025,56.2493,active antagonist,7.74259,-118.995,active antagonist,2.54421,-69.6168,SIGMA
7755,144211308,7693,C1=CC(=CC=C1N=C=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7756,144211309,71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,36.7195,-101.598,inactive,,0,active antagonist,45.3485,-137.195,active antagonist,43.6412,-118.806,LightBiologicals
7757,144211310,67284,COC1=CC(=C(C=C1)OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7758,144211311,86222,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,Active,47,,,active antagonist,active antagonist,32.1043,-45.2003,inactive,,0,inconclusive antagonist,17.3739,-56.6833,inactive,,0,ChemService
7759,144211312,80277,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.377,-102.998,inactive,,0,active antagonist,20.5252,-102.434,active antagonist,48.6728,-86.5909,ChemService
7760,144211313,5271565,COC(=O)/C=C\C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7761,144211314,23676752,C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7762,144211315,4130,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],Inconclusive,5,,,inconclusive,active antagonist,14.9015,-32.1684,inconclusive agonist,,,inactive,,0,inactive,,0,SIGMA
7763,144211316,7823,C(CCO)CC(CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7764,144211317,7628,B(O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7765,144211318,54738,CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7766,144211319,24705,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7767,144211320,31645,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7768,144211321,3032472,CC(C)NC1=NC(=NC(=N1)SC)N=[N+]=[N-],Inconclusive,5,,,inconclusive,inconclusive antagonist,48.9662,-29.0204,inactive,,0,inactive,,0,inactive,,0,SIGMA
7769,144211322,8046,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7770,144211323,23677967,CCCCCCCCCOS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7771,144211324,86137,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7772,144211325,7533,C1CCC(CC1)NS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7773,144211326,71482,COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O,Inconclusive,5,,,inconclusive,inconclusive antagonist,61.6448,-63.1226,inconclusive agonist,,,inactive,,0,inactive,,0,SIGMA
7774,144211327,11784975,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,EPA
7775,144211328,5281167,CC/C=C\CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7776,144211329,54740,CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7777,144211330,8016,CNCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7778,144211331,11868,CC1=CC(=C(C=C1)C)S(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7779,144211332,25204,[Cl-].[Cl-].[Ba+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,17.3739,35.718,inactive,,0,LightBiologicals
7780,144211333,3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7781,144211334,83975,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,Active,48,,,active antagonist,active antagonist,48.9662,-91.0312,inactive,,0,active antagonist,43.6412,-103.549,inactive,,0,RIEDEL
7782,144211335,23661868,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.489662,38.737,inactive,,0,SIGMA
7783,144211336,14231,CCCCCCC(CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,61.4262,73.9029,inactive,,0,SIGMA
7784,144211337,66030,CCCCCCCCCCCCC1=CC=C(C=C1)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.4938,-78.6912,inconclusive antagonist,58.1965,-50.66,active antagonist,41.9981,-146.037,active antagonist,43.6412,-111.716,LightBiologicals
7785,144211338,2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7786,144211339,80566,C1=CC(=C(C=C1Cl)Cl)CC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7787,144211340,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,47.1227,-108.243,active agonist,43.6412,32.181,inconclusive antagonist,48.9662,-98.2107,active antagonist,38.8952,-41.699,SIGMA
7788,144211341,153974,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.0575,-59.0297,inconclusive agonist,31.507,29.6037,inconclusive antagonist,37.4462,-76.7777,inconclusive antagonist,33.3739,-41.7974,ChemService
7789,144211342,25572,COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7790,144211343,11487,C1=CC=C(C=C1)NC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7791,144211344,7654,CC(=O)OCCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7792,144211345,86287518,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7793,144211346,180089,CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,Active,49,,,active antagonist,active antagonist,32.5302,-81.0816,inactive,,0,inconclusive antagonist,21.7413,-95.3209,inactive,,0,ChemService
7794,144211347,12860,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7795,144211348,7778,CC(CCC=C(C)C)CCOC=O,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,36.7195,56.2598,inactive,,0,SIGMA
7796,144211349,30773,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7797,144211350,82145,CCCCCCCCCCCCCCC(C(=O)O)Br,Active,50,,,active antagonist,active antagonist,14.6183,-51.1909,inactive,,0,inconclusive antagonist,7.3265,-49.2935,inactive,,0,LightBiologicals
7798,144211351,2723650,C1CNC(=S)N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7799,144211352,66187,CO[Si](C)(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7800,144211353,8088,C(C(=O)O)OCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,66.9618,50.5992,inactive,,0,SIGMA
7801,144211354,7828,C(COC(=O)Cl)OCCOC(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,23.1614,inactive,,0,Sigma DiscoveryCPR
7802,144211355,86354,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,4.89662,-132.183,active agonist,0.245412,28.4242,active antagonist,12.2998,-134.262,active antagonist,0.489662,-96.4899,ChemService
7803,144211356,7710,CCCCCC1CCC(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7804,144211357,53518,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
7805,144211358,8114,CCCOCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7806,144211359,213031,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,Active,49,,,active antagonist,active antagonist,37.4309,-92.8912,inconclusive agonist,,,active antagonist,52.8725,-112.29,inconclusive antagonist,,,SIGMA
7807,144211360,7660,CC(=O)OCC=CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7808,144211361,62829,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,34.6654,-76.4924,inactive,,0,inconclusive antagonist,43.6412,-93.287,inconclusive antagonist,48.9662,-64.9087,SIGMA
7809,144211362,8554,COC(=O)C1=CC=CC=C1C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7810,144211363,213021,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7811,144211364,213016,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,3.08956,-99.5539,inconclusive agonist,5.18676,27.8065,active antagonist,4.53485,-100.735,active antagonist,2.8613,-60.4131,SIGMA
7812,144211365,15965,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7813,144211366,86398,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.2998,-92.0496,inactive,,0,active antagonist,16.7198,-124.738,active antagonist,18.7599,-49.3818,SIGMA
7814,144211367,13218777,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,Inconclusive,5,,,inconclusive,inconclusive antagonist,48.9662,-101.676,inactive,,0,inconclusive,,,inconclusive antagonist,23.1684,-30.7097,SIGMA
7815,144211368,5367650,CC/C=C/CCCCCCCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,16.402,38.5676,inactive,,0,SIGMA
7816,144211369,135503327,CCCC(=NOCC)C1=C(CC(CC1=O)CC(C)SCC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,22.0036,54.6632,inactive,,0,ChemService
7817,144211370,66357,CC(=C)C(=O)OCCOC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7818,144211371,6915,CCC(CC)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,32.7263,49.3275,inactive,,0,SIGMA
7819,144211372,10269,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7820,144211373,61005,CC(C)C(=O)OCCOC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7821,144211374,3794540,C1=CC=C(C(=C1)C=O)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7822,144211375,22772,C(SC#N)SC#N,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive antagonist,54.4171,-157.353,active antagonist,23.3921,-104.91,SIGMA
7823,144211376,91758,CCC(C)SP(=O)(N1CCSC1=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,EPA
7824,144211377,6720,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7825,144211378,92425,C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.941,-53.9714,inactive,,0,inconclusive antagonist,,,inconclusive antagonist,,,ChemService
7826,144211379,61510,Cl[Yb](Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive antagonist,11.6117,-27.3009,SIGMA
7827,144211380,21804,CCOP(=O)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,Active,48,,,active antagonist,active antagonist,46.8403,-96.1985,active agonist,19.377,61.6793,active antagonist,58.9685,-74.294,inactive,,0,ChemService
